Singer,Title,Lyrics
권진아,Lonely Night,"이런 시간엔 더 그리워
홀로 남는 이 순간
떠난 줄 알면서도
자꾸 떠오르는 너

왜 넌 그때 날 떠났을까
너무 힘이 든다던 그게
이유라면 이유일 수 있지만
나는 알 수 없는걸

Lonely Night Lonely Night
떠나던 그 모습이 남았던
Lonely Night so Lonely Night
기억 속에 남은 모습으로

이런 시간들이 외로워 모두 
떠난 이 밤엔 잊으려고 해봐도
자꾸 떠오르는 너

왜 난 그때 널 보냈을까
견딜 수도 없을 걸 알며
마음으로 애원했었지만
그저 바라보았어

Lonely Night Lonely Night
떠나던 그 모습이 남았던
Lonely Night so Lonely Night
기억 속에 남은 모습으로

지금도 그리운걸 외로운 
밤 홀로 일 땐
떠나던 뒷 모습이 한 없이 그리운걸

Lonely Night Lonely Night
떠나던 그 모습이 남았던
Lonely Night so Lonely Night
기억 속에 남은 모습으로
Lonely Night Lonely Night
떠나던 그 모습이 남았던
Lonely Night so Lonely Night
so Lonely Night 
so Lonely Night
Lonely Night"
규현,광화문에서,"넌 어땠는지, 아직 여름이 남아
왠지 난 조금 지쳤던 하루
광화문 가로수 은행잎 물들 때
그제야 고갤 들었었나 봐
눈이 부시게 반짝이던
우리 둘은 이미 남이 되었잖아
네 품 안에서 세상이 내 것이었던
철없던 시절은 안녕
오늘 바보처럼
그 자리에 서 있는 거야
비가 내리면 흠뻑 젖으며
오지 않는 너를 기다려
나는 행복했어
그 손 잡고 걷던 기억에
또 뒤돌아 봐 네가 서 있을까 봐
난 모르겠어 세상 살아가는 게
늘 다른 누굴 찾는 일 인지
커피 향 가득한 이 길 찾아오며
그제야 조금 웃었던 나야
처음이었어
그토록 날 떨리게 한 사람은
너뿐이잖아
누구보다 더 사랑스럽던 네가
왜 내게서 떠나갔는지
오늘 바보처럼
그 자리에 서 있는 거야
비가 내리면 흠뻑 젖으며
오지 않는 너를 기다려
나는 행복했어
그 손 잡고 걷던 기억에
또 뒤돌아 봐
네가 서 있을까 봐
그 자리에서 매일 알아가
조금씩 변해가는 내 모습은
먼 훗날엔 그저 웃어줘
난 행복해
오늘 여긴 그 때처럼 아름다우니
괜히 바보처럼
이 자리에 서 있는 거야
비가 내리면 흠뻑 젖으며
오지 않는 너를 기다려
나는 행복했어 (나는 행복해)
광화문 이 길을 다시 한번 뒤돌아 봐
네가 서 있을까 봐"
규현,다시 만나는 날,"나의 이 사랑이
너에겐 어떤 의미였을까
나처럼 하루가 짧기만 한 사랑이었을까
난 아직 기억하고 있는 걸 
우리 너무 사랑했던 그 날들

하나 둘 꺼내본 추억에
갑자기 두려운 걸
너무 변해버린 나의 모습에 실망할까봐
매일 밤 준비했던 많은 말들이 
한꺼번에 왈칵 쏟아질까봐

저기 아주 저 멀리
그대가 보이네요
아직 난 무슨 말을
먼저 해야 할지 못 정했는데
머뭇거리는 내게 그대 다가와
오랜만이라고, 잘 지냈냐고
손 잡아주네요 따뜻하게 

너만큼 난 아직
사랑을 모르고 있었나 봐
어린애처럼 나 너를 힘들게 했던 생각에
애써 꾹 참아왔던 아픈 눈물이
한꺼번에 왈칵 쏟아질까봐

저기 아주 저 멀리
그대가 보이네요 
아직 난 무슨 말을
먼저 해야 할지 못 정했는데
머뭇거리는 내게 그대 다가와
오랜만이라고, 잘 지냈냐고
손 잡아주네요 따뜻하게

왜 난 아무 말도 하지 못하고
고개만 끄덕거리며 우는지
셀 수도 없이 그려보았던
다시 만나는 날
울지 말아라, 떨리지 말아라
되뇌며 너를 기다리다

어느새 저기 멀리
그대가 서 있네요
아직 날 못 봤는지
조심스레 나를 찾는 그대
나도 모르게 그대에게 다가가
아무 말도 생각이 안 나서
꼭 안아버리면
그제서야 날 보며 웃는 그대
한 번 더 그려본 다시 만나는 날"
규현,밀리언조각,"너는 왜 이토록 나를 떨리게 하니
너의 존재만이 나를 숨 쉬게 하니
아무도 없었던 가난했던 마음이
보석 같은 너로 가득해, 고마워

사랑해 말조차 아까운 나의 하나뿐인 사람아
마지막이란 말은 하지 말아요
넌 높이서 반짝이는 별, 손 닿을 수 없이 멀었던
그 거리 오늘 가까워진 걸까

오늘 밤 그대란 밀리언의 조각들로
내 가슴 가장 깊은 곳에 채우고 채우고 채우고
부서진 내 마음 그대만이 모아주오
이 밤의 가장 깊은 곳에 그대의 빛으로 가득하게

차가운 입김에 눈꽃이 흩날리면
들뜬 연인들의 노래 들려올 때에
한참을 앓았던 계절의 마지막이
손끝에 흐른다 별 헤는 이 밤에

사랑해 말조차 아까운 나의 하나뿐인 사람아
마지막이란 말은 하지 말아요
넌 멀리서 반짝이는 별, 나 혼자선 어쩔 수 없는
그 거리 오늘 멀게만 느껴져

오늘 밤 그대란 밀리언의 조각들로
내 가슴 가장 깊은 곳에 채우고 채우고 채우고
부서진 내 마음 그대만이 모아주오
이 밤의 가장 깊은 곳에 그대의 빛으로 가득하게

지쳐 올려다 본 밤
작은 너의 빛 하나 붙잡고 걸었어 
너만 보였으니까
너의 가늠조차 할 수 없던 눈부신 빛이 
이 밤의 끝으로 흘러내리게

너는 왜 이토록 나를 떨리게 하니
너의 존재만이 다시 숨 쉬게 하니

오늘 밤 그대란 밀리언의 조각들로
내 가슴 가장 깊은 곳에 채우고 채우고 채우오
부서진 내 마음 그대만이 모아주오
이 밤의 가장 깊은 곳에 그대의 빛으로 가득하게"
규현,화려하지 않은 고백,"언젠가 그대에게 준
눈부신 꽃다발
그 빛도 향기도
머지않아 슬프게 시들고

꽃보다 예쁜 지금 그대도
힘없이 지겠지만
그때엔 꽃과 다른
우리만의 정이
숨을 쉴거야

사랑하는 나의 사람아
말없이 약속할게
그대 눈물이 마를때까지
내가 지켜준다고
멀고 먼 훗날 지금을 회상하며
작은 입맞춤을 할 수 있다면

이 넓은 세상위에
그 길고 긴 시간속에
그 수많은 사람들중에
오직 그대만을 사랑해

사랑하는 나의 사람아
말없이 약속할게
그대 눈물이 마를때까지
내가 지켜 준다고
멀고 먼 훗날 지금을 회상하며
작은 입맞춤을 할 수 있다면

이 넓은 세상위에
그 길고 긴 시간 속에
그 수많은 사람들중에
오직 그대만을 사랑해

이 넓은 세상위에
그 길고긴 시간 속에
그 수많은 사람들중에
그댈 만난걸 감사해"
김나영,다른 누구 말고 너야,"다 지웠다 하면서 또다시
다 끝난 줄 알면서 또다시

어느샌가 난 사랑했던 그 때로
너를 그리며 또 헤매고 있어

아무렇지 않게 또 하루를 지내보려 해도
그게 안 돼 더는 안 돼
다시 너를 찾게 돼

다른 누구 말고 너야
나를 사랑했던 너야
그래 단 하루도 한순간도
난 변한 게 없어

니가 돌아오길 원해
오늘도 너만을 원해
아무 말도 못 한 채
속으로만 너 하나만
바라고
오늘도 나는
그리움에 살아

오늘도 너와 함께한 기억에
길을 잃은 채로 발걸음을 멈춰

그 추억 속에 널
조금씩 미워하려 해도
그게 안 돼 더는 안 돼
니가 너무 그리워

다른 누구 말고 너야
나를 사랑했던 너야
그래 단 하루도 한순간도
난 변한 게 없어

니가 돌아오길 원해
오늘도 너만을 원해
아무 말도 못 한 채
속으로만 너 하나만
바라고
오늘도 나는
그리움에 살아

버릴 수 없을 만큼
내 맘 가득 흩어진
사랑했던
소중했던
함께였던 너의 모습
숨기려 해봐도 자꾸만 너 떠올라
조금만 더 아파할게
조금만 더 사랑할게
지금 할 수 있는
내 마음은
이것뿐이니까

니가 돌아오길 원해
오늘도 너만을 원해
아무 말도 못 한 채
속으로만 너 하나만
바라고
오늘도 나는
다시 또 나는 널 기다리겠지

니가 남긴 추억만을 붙잡고서
다시 또 너만 기다리고 있어

언제쯤이면 이런 내 맘이 괜찮아질까
그 날이 올까"
김필,그때 그 아인,"길었던 하루 그림잔
아직도 아픔을 서성일까
말없이 기다려 보면
쓰러질 듯 내게 와 안기는데
마음에 얹힌 슬픈 기억은
쏟아낸 눈물로는 지울 수 없어
어디서부터 지워야 할까
허탈한 웃음만이
가슴에 박힌 선명한 기억
나를 비웃듯 스쳐 가는 얼굴들
잡힐 듯 멀리 손을 뻗으면
달아나듯 조각난 나의 꿈들만
두 갈래 길을 만난 듯
멍하니 한참을 바라보다
무언가 나를 이끌던
목소리에 한참을 돌아보면
지나온 모든 순간은 어린
슬픔만 간직한 채 커버렸구나
혼자서 잠들었을 그 밤도
아픔을 간직한 채
시간은 벌써 나를 키우고
세상 앞으로 이젠 나가 보라고
어제의 나는 내게 묻겠지
웃을 만큼 행복해진 것 같냐고
아직 허기진 소망이
가득 메워질 때까지
시간은 벌써 나를 키우고
세상 앞으로 이젠 나가 보라고
어제의 나는 내게 묻겠지
웃을 만큼 행복해진 것 같냐고
아주 먼 훗날 그때 그 아인
꿈꿔왔던 모든 걸 가진 거냐고"
노을,늦은 밤 너의 집 앞 골목길에서,"오래되었어 그때 너의 웃음
너의 목소리 잊혀진거 같아
시간의 위로 그 말의 의미를 이젠 알아
아픈 니 얘기도 적당히 할 수 있어


그런데 이게 뭐랄까 난
난 술 한잔하면서
괜찮은 듯 얘기하며 널 털어냈는데
집으로 돌아오면서 한 번 더 떠오른 기억에
걸음을 멈춰 서서 이렇게 울고 있어


자연스럽게 발걸음을 돌려
나 바래다주던 익숙한 길을 가
밤이 깊어져서 아무것도 보이지 않아도
손을 흔들면서 인사하던 널 봤어


그런데 이게 뭐랄까 난
난 술 한잔하면서
괜찮은 듯 얘기하며 널 털어냈는데
집으로 돌아오면서 한 번 더 떠오른 기억에
걸음을 멈춰 서서 이렇게 울고 있어


아무도 없어서 참 다행이야
나 이렇게 편안히 너를 부를 수 있는 걸
외로운 위로겠지만


그래서 이젠 뭘 할까 난 난 널 생각했어도
괜찮은 듯 얘기하며 다 지워냈는데
집으로 돌아오면서 한 번 더 떠오른 추억에
걸음을 멈춰 서서 또다시 울고 있어"
다비치,나의 오랜 연인에게,"까만 밤 빛이 없는 하루에 혼자 서있는 듯 어떤 말도 반갑지 않은 날에

그래 넌 항상 거기 있지 그게 난 너무 편했나 봐 좋았나 봐 자꾸 두려울 만큼 


멀리 걷고 있는 사람들 속 너만 참 빛나 보여 그저 힘들던 하루가

날 아껴주는 네가 있어서 감사해


가끔씩 난 뒤 돌아보면 철없이 온 세상에 우리 둘밖에 없었던 지난날 그때 또 그립겠지만 

처음 같은 설레임보다 서로를 따뜻하게 바라봐주는 지금 이대로의 모습이 소중해


이렇게 오랫동안 우리가 함께 웃게 될 줄 몰랐어 난 아마 너도 그렇지


때론 알 수 없는 불안함에 아픈 날도 있었어 버거운 다툼 속에서

어느새 훌쩍 커버린 마음 알잖아


가끔씩 난 뒤 돌아보면 철없이 온 세상에 우리 둘밖에 없었던 지난날 그때 또 그립겠지만

처음 같은 설레임보다 서로를 따뜻하게 바라봐주는 그런 사이가 행복일 테니까 

사랑하니까 같은 꿈을 꾸게 돼 너라서 선명하지 않은 먼 길도 함께 갈게"
다비치,너에게 못했던 내 마지막 말은,"아직 남았을까

못 잊을 이유가 남아 있을까

나만 왜 이렇게 

바보같이 혼자 널 기다릴까 음


애꿎은 바람들은

말도 안 되는 네 말을 또 믿고 싶게 해

달라질 게 없는데 끝인 걸 아는데

생각이 나 그 모든 게


나 어쩌면 너에게 하고 싶은 말은 

긴 밤을 지새도 아직 너를 많이 사랑한다고

이 아픈 시간이 어서 지나가기를

조금만 더 버텨볼게


네가 없는 하루가 버겁긴 하지만

보고 싶은 마음 꾹 참고

하루에 하나씩 잊어볼게 그래 볼게 

매일 이런 다짐을 해 습관처럼


생각보다 길어진

그리움이 익숙해져 가는 날들에

제법 웃기도 하다 또 괜찮다가도 

생각이 나 네 모든 게


나 어쩌면 너에게 하고 싶은 말은 

긴 밤을 지새도 아직 너를 많이 사랑한다고

이 아픈 시간이 어서 지나가기를

조금만 더 버텨볼게


네가 없는 하루가 버겁긴 하지만

보고 싶은 마음 꾹 참고

하루에 하나씩 잊어볼게 그래 볼게 

매일 이런 다짐을 해 습관처럼


괜찮은 척 비워낸 척해봐도

사실 많이 힘들어서

당장이라도 네게 가고 싶어

지금은 아니어도 

끝내 내 손잡아 줘 oh


너에게 못했던 내 마지막 말은

언젠가 한 번쯤 나를 떠올리다 그리워지면

언제든 돌아와 난 여기 있을 거야

아무 일 없던 것처럼


너 없는 하루가 어렵긴 하지만

이 정도쯤은 꾹 참고 

하루에 하나씩 기억할게 그래 볼게

사랑을 시작하던 그때처럼"
둘째이모 김다비,주라주라,"입 닫고 지갑 한 번 열어주라
회식을 올 생각은 말아주라
주라주라주라 휴가 좀 주라

마라마라 야근하덜 말아라
낄낄빠빠 가슴에 새겨주라
칼퇴칼퇴칼퇴 집에 좀 가자

아 머리 좋아 대표 아니더냐
주라주라 카드 주라
오늘은 오늘은 소고기로 요미요미요미요미

야근할 생각은 마이소
오늘은 얼마 만에 하는
데이트 날인데

가족이라 하지 마이소
가족 같은 회사
내 가족은 집에 있어요

괜찮다 먼저 가라 말아주라
화장했는데 아프냐고 묻냐
주라주라주라 관심 좀 주라

마라마라 2차 오지 말아주라
간주 중에 멘트하지 말아라
간주점프 간주점프 제발 눌러주라

주라주라 법카 말고 개인카드 샥샥샤
오늘따라 말랐네요 대표~님~
주라주라 보너스는 내 통장에 쏴쏴쏴
아 대표님 바지핏이 참 잘 어울려요
 
야근할 생각은 마이소
오늘은 얼마 만에 하는 데이트 날인데
 
가족이라 하지 마이소
가족 같은 회사 내 가족은 집에 있어요

가족 같은 회사 내 가족은 집에 있어요"
런치,어떻게 지내 (답가),"어떻게 지내 식상한 말이
네 가사가 될 줄 몰랐어
벌써 잊었네 지나간 날이
꽤 쉽게 잊혀지더라고

I don't need you
Don't need you
I don't need you
Don't need you

시간이 필요했어 정말 사랑했지만
노력 하는 게 지쳐버렸지 난
헤어지면 우리 노랠 제발 내지 말아
달라 했지만, 또 해놓고 미안

나는 하루 종일 TV를 봤어
친구들 만나 매일 바빴어
그러다 문득 네가 눈 앞에 나타나
그건 환상이라고

다시 눈 뜨면 니가 있을까
매번 다짐을 해도 왜 그럴까
아니면 내가 외로웠던 걸까
익숙해질꺼야 없던 일처럼

대체 왜 보고싶니 남겨진 상처 보다
남은 건 혼자 돼버린 결국 너와 나잖아
난 생각보다 잘 살아 넌 어때
더 지독해 지기 전에 잊혀질게

어떻게 지내 식상한 말이
네 가사가 될 줄 몰랐어
벌써 잊었네 지나간 날이
꽤 쉽게 잊혀지더라고

I don't need you
Don't need you
And I don't need you
Don't need you

월요일에 네가 연락했어
나 없이 사는게 힘들었다고
반복되는 너의 거짓말
너도 알겠지만 이젠 지겹지도 않니

그리워하지 않는게 좋을거야
약은 이제 그만 별일은 없을거야
자전거를 타고 어디든 가보면
나와 갔던 곳, 추억은 사라질 거야

여기저기서 수군대 집착은 습관이 돼
내가 아닌 사람에게 날 원하고
흉터가 된 상처는 더 이상 회복되지 않잖아

넌 아직인가봐 그말이 나와
날 다치게 하지 않을 순 없었을까
만약이란 따윈 없어 이젠 끝난거니까

어떻게 지내 식상한 말이
네 가사가 될 줄 몰랐어
벌써 잊었네 지나간 날이
꽤 쉽게 잊혀지더라고

I don't need you
Don't need you
And I don't need you
Don't need you oh~

널 이렇게 망가지게 한 게
너인 건 아닐까
네가 이렇게 망가지다니
대체 왜 병원에 다닐까

또 이렇게 망가지지 말고
널 위해 살면 어떨까
네가 왜 이렇게 망가져 
아니 대체 왜 다 끝난 거잖아"
레드벨벳,7월 7일,"그냥 꿈에서 깬 것뿐이야 
또 다시 까마득한 저 슬픈 별 하나 
잘 가 서툴게 인사하고 
뒤돌아서 오는 길은 
참 멀기도 하다 

같은 시간에 Just for a minute 
같은 공간에 Stay for a minute 
그 짧았던 순간 
모든 게 너와 날 위해 멈춰있던 그 순간 
왜 그게 기적인 걸 몰랐을까 

오래된 Story와 그 날에 멈춘 나 
사랑한 시간보다 더 
오래 이별하는 중인걸 

은하수 너머에 아득히 먼 곳에 
하얀 우리의 기억을 건너는 나 
꿈속이라도 괜찮으니까 
우리 다시 만나 

One Of These Nights 
우리 다시 만나 
One Of These Nights 

Oh 난 서둘러 잊지 못해 
달력을 넘겨도 난 늘 제자리니까 
너의 눈빛에 Just for a minute 
스친 손끝에 Stay for a minute 
그 짧았던 순간 
모든 게 너와 날 위해 멈춰있던 그 순간 
난 그 때 반짝이게 된 것 같아 

오래된 Story와 그 날에 멈춘 나 
사랑한 시간보다 더 
오래 이별하는 중인걸 

은하수 너머에 아득히 먼 곳에 
하얀 우리의 기억을 건너는 나 
꿈속이라도 괜찮으니까 
Baby One of these days 
One of these years 
기다림은 내겐
사소한 일일 뿐인 걸

오래된 Story와 그 날에 멈춘 나
사랑한 시간보다 더
오래 이별하는 중인걸
은하수 너머에 아득히 먼 곳에
하얀 우리의 기억을 건너는 나
꿈속이라도 괜찮으니까
우리 다시 만나
One Of These Nights
우리 다시 만나
One Of These Nights"
레드벨벳,너에게 원한건,"오늘도 우린 함께 했지 흠
난 또 한번 느꼈어
너도 날 사랑하고 있다는 걸 

항상 난 너만을 
이해 하려고 하지만

너는 언제나 
너의 뜻대로만
움직였지

너에게 원한건 
(너에게 원한건)
어려운 고백은 아냐
(아니야)

날 사랑하는 것만큼 
표현해 주는 것 (내가)
느낄 수 있도록

너는 진실한 마음을 
깊이 감추고 
그냥 장난스런 겉모습으로 
날 대하지만

난 아무 상관 없어 
그렇게 날 대하는 
너 또한 어색한 걸

난 알 수 있어 

너에게 원한건 
(너에게 원한건) 
어려운 부탁은 아냐 
(아니야)

서로 관심을 조금씩만 
가져주는 것 (서로) 
느낄 수 있도록

이젠 내게서 달아나려 하지마
너의 맘을 내게 모두 다 
들켜 버렸으니까

너에게 원한건
(너에게 원한건) 
어려운 고백은 아냐
(아니야)
날 사랑하는 것만큼 
표현해 주는 것
너에게 원한건
(너에게 원한건) 
어려운 부탁은 아냐
(아니야)
서로 관심을 
조금씩만 가져주는 것 

(서로) 느낄 수 있도록"
레드벨벳,떠날거야,"널 만났던 시간들을 끝내기 위해
웃으며 안녕하며 보내야겠지
더 이상 네 마음속에 내가 들어갈
빈자리가 없다는 걸 다시 한번 알게 됐어
이제 내가 편안히 웃을 수 있게
너에 대한 기억들을 지워 버릴게
널 위해 모두 하얗게 내 마음속에
더 이상의 그리움이 없을 때까지
떠날 거야 너의 곁에서
난 너에게 아무런 의미가 될 수 없는 걸 알아
변할 거야 나도 너처럼
그 시선을 이제는 느낄 수 없어 예전처럼
함께 듣던 그 음악을 혼자 들을 땐
이제 정말 내가 혼자라는 걸 느껴
나에게 네가 선물한 바랜 옷들이
내 방구석에서 널 대신해 내게 남아있어
다른 누가 너의 곁에 있을 거 같아
예전에 내가 있던 그 자리에서
또다시 나를 대신해 사랑한다면
그 상상을 감당해낼 자신이 없어
떠날 거야 너의 곁에서
난 너에게 아무런 의미가 될 수 없는 걸 알아
변할 거야 나도 너처럼
그 시선을 이제는 느낄 수 없어 예전처럼
이제 내가 편안히 웃을 수 있게
너에 대한 기억들을 지워버릴게
널 위해 모두 하얗게 내 마음속에
더 이상의 그리움이 없을 때까지
떠날 거야 너의 곁에서
난 너에게 아무런 의미가 될 수 없는 걸 알아
변할 거야 나도 너처럼
그 시선을 이제는 느낄 수 없어 예전처럼"
레드벨벳,봐,"Oh ah oh oh ah
Oh ah oh oh ah ooh ooh
Oh ah oh oh ah
Oh ah oh oh ah ooh ooh
조금 더 올라가 끝없는 계단에
하늘에 오른 다음 느낌을 따라가
마음속을 보면 머리 위로
보이지 않던 세계가
불이 켜지듯이 너의 매력을
닮은 그 빛을 비춰봐
Uhm 따뜻한 맛을 가진
이 불빛 So bright
너무 예쁜 색깔에 난 Ah
탄성이 멈추질 않아 Woo ah
지금 지금 지금
바로 이 순간에 다
여기 여기 거기 저기 빛으로
날 비춰봐 봐 봐 봐 봐 봐
위험하지 않아 니 눈을 믿어봐
걱정 깃든 얼굴 필요하지 않아
필요하지 않다고
넓은 하늘 위를 걷고 싶니
진짜 니 얘기를 해봐
불이 켜진 듯해 높은 곳에서
밝게 날 비췄으면 해
Uhm 따뜻한 맛을 가진
이 불빛 So bright
너무 예쁜 색깔에 난 Ah
탄성이 멈추질 않아 Woo ah
지금 지금 지금
바로 이 순간에 다
여기 여기 거기 저기 빛으로
날 비춰봐 봐 봐 봐 봐 봐
해 뜰 때처럼 넌 날 감싸고
낮 동안에 계속 날 안아
구름이 나를 가릴 때조차
그 사이를 뚫고서 나를 찾아주길 바래
지금 지금 지금
바로 이 순간에 다
여기 여기 거기 저기 빛으로
날 비춰봐 봐 봐 봐 봐 봐"
레드벨벳,빨간맛,"빨간 맛 궁금해 honey
깨물면 점점 녹아든 스트로베리 그 맛
코너 캔디 샵 찾아 봐 baby
내가 제일 좋아하는 건 여름 그 맛
야자나무 그늘 아래 졸고 싶고
뜨거운 여름밤의 바람은 불고
너무 쉽게 사랑 빠져 버릴 나인틴
우린 제법 어울리고 또 멋져
좋아 첫눈에 반해 버린
네가 자꾸만 생각나
내 방식대로 갈래
빨간 맛 궁금해 honey
깨물면 점점 녹아든 스트로베리 그 맛
코너 캔디 샵 찾아 봐 baby
내가 제일 좋아하는 건 여름 그 맛, yeah
일곱 개의 무지갯빛 문을 열어
너의 세상은 짜릿해 멋있어, um
태양보다 빨간 네 사랑의 색깔
내가 가질래 내 멋대로 할래
날 봐 넌 뭘 생각하는데
오늘 뭘 할 수 있을까
내 맘대로 상상해
빨간 맛 궁금해 honey, yeah
깨물면 점점 녹아든 스트로베리 그 맛
코너 캔디 샵 찾아 봐 baby
내가 제일 좋아하는 건 여름 그 맛, yeah
복숭아 주스 스윗 앤 사워 믹스 mood
네게 주고픈 칵테일을 brew red
귓속이 쨍 코가 맹
상상 그 이상 기분 up and bang red
Bet you wanna, bet you wanna dance like this
외쳐보자 좋아해요 솔직히 긴장해 땀이 뚝뚝 귀엽지
사랑에 빠져 그을려 우린 red red ah
말 안 해도 알아주면 안 돼
내 맘은 더 커져 가는데
다 흘려버린 아이스크림같이
이러다 녹을지 몰라
그러니 말해 (그래 그래 말해)
그러니 말해 (그래 그래 말해)
너의 색깔로
날 물들여줘 더 진하게 강렬하게
빨간 맛 궁금해 honey
깨물면 점점 녹아든 스트로베리 그 맛
코너 캔디 샵 찾아 봐 baby
내가 제일 좋아하는 건 여름 그 맛
내가 제일 좋아하는 건 여름의 너"
레드벨벳,사탕,"Stuck on you (stuck on you) 니 곁에 yeah
Stuck on you (stuck on you) 니 곁에 yeah
Stuck on you (stuck on you) 니 곁에 yeah (니 곁에 yeah)
바스락거린 속삭임
혀끝에 맺힌 호기심
또 펼쳐보잖아 궁금해지니까
투명한 니가 닿으면
시간이 멈춰버리고
상쾌한 향기가 입 속에 퍼져가
너를 몰랐었다면 내가 어떻게
울적한 이 감정을 웃어넘길까
정말 기뻐 이런 기쁨
너와 나눌 수 있어서
사라지지 마 항상 머물러
내 심술로 널 깨뜨려
화내고 보채도
없어질까 봐 (종일 종일) 조바심 내고
보석처럼 널 아끼는
그 사람 나란걸
책상을 비춘 창가에
침대 머리맡 서랍에
내 주머니 속에 널 가득 채울래
달달한 너의 눈빛이
부드러운 너의 촉감이
날 바꿔주나 봐 놀라운 변화야
돌아서면 난 또 니 생각뿐인데
내 손에 안 잡히면 나는 어떡해
이런 투정 허락해 준
오늘 하루도 beautiful
세상에 나만 갖고 싶은 너
내 심술로 널 깨뜨려
화내고 보채도
없어질까 봐 (종일 종일) 조바심 내고
보석처럼 널 아끼는
그 사람 나란걸
조금씩 닳아서 없어질까
긴 한숨 꺼내요
가슴이 뛸수록 더 얼마 못 가서 녹아 버릴 텐데
거짓말처럼
늘 영원히 그대로 있어 줘 woo
내 곁에
사라지지 마 항상 머물러
나의 미소가 너의 솜씬걸
Oh oh, oh oh
사라지지 마 항상 머물러 (항상 머물러)
내 심술로 널 깨뜨려
화내고 보채도
없어질까 봐 (종일 종일) 조바심 내고 (종일 yeah)
보석처럼 널 아끼는 (I'm stuck, I'm stuck on you)
그 사람 나란걸 (사람 나란걸)
Stuck on you 니 곁에 yeah (whoa)
Stuck on you 니 곁에 yeah (yeah yeah yeah)
보석처럼 널 아끼는
그 사람 나란걸
Stuck on you (stuck on you) 니 곁에 yeah
Stuck on you (stuck on you) 니 곁에 yeah
Stuck on you (stuck on you) 니 곁에 yeah (니 곁에 yeah)"
레드벨벳,세가지 소원,"차가운 유리 창 너머 반짝인 불빛
시린 거리는 첫눈을 기다려 
조금씩 또 조금씩 번져가는 기쁨 속에

울던 아이도 잠이 드는 밤 얼어붙은 저 나뭇가지 위로 
한 송이 또 한 송이 내려 앉는 눈 꽃송이

그 아래 우리 둘 두 손 가만히 꼭 잡고 소원을 빌어봐요

첫 번째 소원 너와 나 오늘처럼 행복하길
두 번째 소원은 몇 번의 겨울 지나도 꼭 함께 이길
또 세 번째 소원은 지금 바란 모든 게 다 이뤄 지기를

산타를 만나기 위해 줄을 선 아이
반짝이는 눈빛 해맑은 미소 
어리던 그 날엔 나도 그땐 그랬었지

향긋한 Gingerbread Christmas Tree 위에
작은 꽃눈이 뿜어내는 향기 
그 안에 수줍게 꿈꾸는 봄 한 송이 

그 아래 우리 둘 두 손 가만히 꼭 잡고 소원을 빌어봐요

내 첫 번째 소원 너와 나 오늘처럼 행복하길
두 번째 소원은 몇 번의 겨울 지나도 꼭 함께 이길
또 세 번째 소원은 지금 바란 모든 게 다 이뤄 지기를

천사가 내려와 내게 입맞춘 것 같아 눈꽃이 피어나요 Yeah

첫 번째 소원 너와 나 오늘처럼 행복하길
두 번째 소원은 몇 번의 겨울 지나도 꼭 함께 이길
또 세 번째 소원은 지금 바란 모든 게 다 이뤄 지기를"
